0,0.03426744,0.006435571,0.010540374,0.037837822,0.038804947,0.00043187,0.029339966,0.020476866,0.010805617,0.012113345,0.018502934,0.03386772,0.023675712,0.014832808,0.024493807,0.030174958,0.029417682,0.038814597,0.028112166
0.03426744,0,0.026860648,0.007081173,0.027456508,0.010616938,0.005983448,0.023284816,0.016882126,0.02550532,0.034948145,0.022408668,0.017263782,0.013307928,0.011466373,0.028525361,0.007536962,0.035928478,0.033374527,0.013739047
0.006435571,0.026860648,0,0.026458524,0.026665035,0.029818892,0.002796662,0.012095588,0.010137695,0.014108898,0.01538279,0.033689208,0.029835903,0.033782898,0.010577648,0.019654361,0.014692281,0.014121735,0.002788515,0.007177734
0.010540374,0.007081173,0.026458524,0,0.017499707,0.027360538,0.004882323,0.035300607,0.027464588,0.006339883,0.001363625,0.022183165,0.011857238,0.013007572,0.01917075,0.02202678,0.028077651,0.016680172,0.005568201,0.012410805
0.037837822,0.027456508,0.026665035,0.017499707,0,0.036857403,0.001290468,0.027221932,0.039897892,0.002473382,0.011910456,0.007530016,0.017538385,0.001985898,0.004623153,0.015510795,0.022757958,0.009302333,0.02915167,0.000748709
0.038804947,0.010616938,0.029818892,0.027360538,0.036857403,0,0.020679484,0.018804071,0.025991529,0.013642259,0.021460765,0.020256104,0.008466367,0.01071208,0.028166403,0.024769966,0.03582393,0.038208206,0.016966191,0.026052217
0.00043187,0.005983448,0.002796662,0.004882323,0.001290468,0.020679484,0,0.007671026,0.03218517,0.034291263,0.022258167,0.013831538,0.006662257,0.006031137,0.003566624,0.014363285,0.036568291,0.014133914,0.036160889,0.030323763
0.029339966,0.023284816,0.012095588,0.035300607,0.027221932,0.018804071,0.007671026,0,0.007605791,0.035216708,0.001983104,0.022143408,0.035156853,0.001809559,0.002710447,0.006350138,0.020712369,0.022063529,0.032070406,0.015098824
0.020476866,0.016882126,0.010137695,0.027464588,0.039897892,0.025991529,0.03218517,0.007605791,0,0.003337732,0.023800355,0.027536445,0.02842123,0.038404959,0.01450213,0.01154232,0.029313028,0.007030267,0.030183448,0.005459817
0.010805617,0.02550532,0.014108898,0.006339883,0.002473382,0.013642259,0.034291263,0.035216708,0.003337732,0,0.021763883,0.030189891,0.039676061,0.014261994,0.032828057,0.008060795,0.021966757,0.030816789,0.025454138,0.006315029
0.012113345,0.034948145,0.01538279,0.001363625,0.011910456,0.021460765,0.022258167,0.001983104,0.023800355,0.021763883,0,0.015245821,0.008577219,0.004035382,0.020822885,0.004616498,0.006456403,0.026208365,0.031602463,0.009178575
0.018502934,0.022408668,0.033689208,0.022183165,0.007530016,0.020256104,0.013831538,0.022143408,0.027536445,0.030189891,0.015245821,0,0.021438121,0.028843937,0.024221703,0.029041259,0.034004841,0.027931241,0.039798369,0.033381747
0.03386772,0.017263782,0.029835903,0.011857238,0.017538385,0.008466367,0.006662257,0.035156853,0.02842123,0.039676061,0.008577219,0.021438121,0,0.009982076,0.01877277,0.028726233,0.004267957,0.023832206,0.028159299,0.038188941
0.023675712,0.013307928,0.033782898,0.013007572,0.001985898,0.01071208,0.006031137,0.001809559,0.038404959,0.014261994,0.004035382,0.028843937,0.009982076,0,0.024042936,0.035534834,0.018544175,0.035172645,0.007850565,0.031952981
0.014832808,0.011466373,0.010577648,0.01917075,0.004623153,0.028166403,0.003566624,0.002710447,0.01450213,0.032828057,0.020822885,0.024221703,0.01877277,0.024042936,0,0.009259972,0.017533857,0.030825778,0.034533556,0.027788711
0.024493807,0.028525361,0.019654361,0.02202678,0.015510795,0.024769966,0.014363285,0.006350138,0.01154232,0.008060795,0.004616498,0.029041259,0.028726233,0.035534834,0.009259972,0,0.038569716,0.036286235,0.005872168,0.018537086
0.030174958,0.007536962,0.014692281,0.028077651,0.022757958,0.03582393,0.036568291,0.020712369,0.029313028,0.021966757,0.006456403,0.034004841,0.004267957,0.018544175,0.017533857,0.038569716,0,0.023414648,0.03214359,0.031329111
0.029417682,0.035928478,0.014121735,0.016680172,0.009302333,0.038208206,0.014133914,0.022063529,0.007030267,0.030816789,0.026208365,0.027931241,0.023832206,0.035172645,0.030825778,0.036286235,0.023414648,0,0.022115189,0.034342495
0.038814597,0.033374527,0.002788515,0.005568201,0.02915167,0.016966191,0.036160889,0.032070406,0.030183448,0.025454138,0.031602463,0.039798369,0.028159299,0.007850565,0.034533556,0.005872168,0.03214359,0.022115189,0,0.029844897
0.028112166,0.013739047,0.007177734,0.012410805,0.000748709,0.026052217,0.030323763,0.015098824,0.005459817,0.006315029,0.009178575,0.033381747,0.038188941,0.031952981,0.027788711,0.018537086,0.031329111,0.034342495,0.029844897,0
